,buying_price,maint_price,doors_count,person_count,lug_boot_size,safety,class
840,2,1,больше,2,2,0,0
841,3,2,4,2,2,1,0
842,1,3,2,2,1,2,0
843,2,1,больше,больше,0,2,1
844,0,0,2,больше,1,2,2
845,2,2,2,больше,2,1,1
846,2,1,2,больше,1,2,1
847,0,2,больше,4,2,2,3
848,3,2,4,больше,2,2,0
849,1,2,больше,2,1,1,0
850,1,0,3,2,1,0,0
851,3,1,3,2,2,2,0
852,1,3,3,больше,2,2,1
853,2,3,3,4,2,1,0
854,3,0,больше,4,0,1,0
855,0,2,3,2,0,0,0
856,2,2,4,2,0,0,0
857,2,1,4,4,1,1,1
858,2,2,больше,2,1,0,0
859,2,3,больше,4,2,1,0
860,2,3,больше,4,0,0,0
861,3,3,больше,больше,0,0,0
862,3,1,3,больше,1,2,1
863,3,0,2,2,2,2,0
864,1,1,4,больше,2,2,3
865,2,2,больше,2,2,1,0
866,1,2,2,2,1,0,0
867,1,3,2,2,0,2,0
868,0,3,3,2,2,2,0
869,0,2,3,4,0,1,1
870,3,1,больше,2,1,1,0
871,0,1,2,больше,2,0,0
872,2,3,4,больше,0,2,0
873,1,0,2,больше,1,1,1
874,1,3,больше,2,1,1,0
875,3,1,3,больше,1,0,0
876,2,3,2,2,0,2,0
877,2,3,больше,4,1,1,0
878,3,3,2,4,1,1,0
879,1,1,3,больше,2,1,1
880,1,3,2,2,2,1,0
881,2,3,3,4,2,0,0
882,3,3,3,4,1,2,0
883,3,2,3,2,0,2,0
884,0,3,2,больше,2,0,0
885,0,2,3,4,2,2,3
886,0,2,3,2,2,1,0
887,2,0,больше,4,0,2,1
888,1,1,2,4,1,1,1
889,2,0,больше,2,2,0,0
890,2,2,2,больше,0,0,0
891,1,0,3,больше,1,0,0
892,1,2,больше,2,0,2,0
893,3,2,3,больше,0,0,0
894,3,3,4,2,0,2,0
895,0,3,3,4,1,2,1
896,3,0,больше,4,2,0,0
897,3,2,3,больше,0,2,0
898,0,2,2,2,1,0,0
899,1,2,3,4,0,2,1
900,3,2,4,4,0,1,0
901,2,1,3,2,1,2,0
902,0,3,3,2,1,1,0
903,1,1,больше,больше,0,2,1
904,1,2,3,больше,2,1,1
905,3,3,3,2,1,0,0
906,2,2,3,2,0,2,0
907,1,1,4,2,1,1,0
908,0,2,4,больше,1,2,3
909,3,3,2,больше,0,2,0
910,3,0,больше,больше,2,2,1
911,3,3,3,больше,2,2,0
912,0,3,2,больше,0,1,0
913,1,3,2,больше,2,0,0
914,2,3,больше,больше,0,1,0
915,0,0,4,больше,0,0,0
916,2,1,больше,4,0,0,0
917,2,3,больше,4,0,1,0
918,2,3,4,4,0,2,0
919,2,1,4,2,2,1,0
920,2,2,больше,больше,0,0,0
921,2,1,2,4,0,0,0
922,1,2,4,4,1,1,1
923,3,0,больше,2,2,2,0
924,0,1,3,больше,1,1,2
925,1,3,3,4,0,2,1
926,2,2,2,4,1,2,1
927,0,3,3,4,1,0,0
928,1,0,2,4,2,1,2
929,2,1,2,больше,0,1,0
930,1,3,больше,4,1,1,1
931,2,1,2,4,0,1,0
932,2,3,3,2,2,0,0
933,0,2,больше,2,2,1,0
934,1,2,2,4,2,0,0
935,2,0,2,4,1,1,0
936,3,1,3,4,1,0,0
937,3,3,4,2,1,0,0
938,2,3,4,4,1,2,0
939,1,2,больше,4,0,1,0
940,2,3,больше,больше,1,1,0
941,3,0,3,больше,0,0,0
942,1,1,4,больше,1,2,3
943,3,0,4,4,0,2,1
944,0,1,больше,больше,1,0,0
945,2,3,3,2,2,2,0
946,2,3,4,2,0,0,0
947,1,2,3,2,0,2,0
948,3,0,больше,больше,0,0,0
949,0,0,4,2,0,1,0
950,1,2,3,больше,0,2,1
951,2,1,3,2,0,1,0
952,3,1,4,больше,2,1,1
953,0,1,4,4,0,1,1
954,0,2,4,2,0,2,0
955,0,3,2,2,1,2,0
956,2,1,2,2,1,0,0
957,1,1,больше,больше,0,1,1
958,0,0,2,больше,0,0,0
959,3,1,2,больше,0,2,0
960,3,2,3,2,1,2,0
961,0,2,3,больше,1,1,1
962,2,2,4,2,1,2,0
963,0,2,3,больше,2,2,3
964,1,0,3,2,2,2,0
965,3,2,4,2,1,1,0
966,3,3,больше,больше,1,2,0
967,2,1,больше,больше,2,2,1
968,1,3,3,4,2,2,1
969,3,0,больше,2,0,1,0
970,1,2,4,2,2,2,0
971,1,0,4,2,0,0,0
972,0,2,больше,больше,1,0,0
973,2,0,2,2,0,1,0
974,0,1,2,больше,0,2,0
975,3,3,3,больше,0,0,0
976,1,3,3,4,2,1,1
977,0,2,4,4,0,1,1
978,2,2,4,4,1,0,0
979,2,3,4,больше,2,0,0
980,2,1,2,больше,2,0,0
981,0,2,2,больше,0,2,0
982,1,2,больше,больше,1,2,1
983,2,2,3,4,1,1,0
984,3,0,2,4,1,1,0
985,0,3,3,больше,2,1,1
986,0,2,2,больше,2,0,0
987,0,1,4,2,0,2,0
988,1,1,больше,4,0,0,0
989,0,1,больше,больше,2,2,3
990,1,0,2,2,1,1,0
991,1,1,2,больше,1,1,1
992,1,3,больше,больше,1,1,1
993,0,0,3,больше,1,1,2
994,1,2,больше,4,1,1,1
995,0,3,больше,больше,1,0,0
996,1,3,2,2,1,0,0
997,3,1,3,4,0,0,0
998,3,3,больше,4,2,0,0
999,2,1,больше,больше,2,1,1
1000,2,2,3,2,1,1,0
1001,0,1,3,4,0,1,1
1002,1,2,2,больше,1,2,1
1003,1,1,4,2,2,2,0
1004,3,1,2,2,2,0,0
1005,3,1,4,2,0,2,0
1006,1,2,4,больше,0,0,0
1007,1,0,4,4,1,2,3
1008,1,2,4,4,0,2,1
1009,3,1,3,4,2,2,1
1010,1,1,4,4,0,0,0
1011,3,1,4,2,1,1,0
1012,3,1,2,больше,2,2,1
1013,1,0,3,4,1,0,0
1014,0,3,больше,2,1,2,0
1015,2,0,больше,больше,2,1,1
1016,0,2,2,4,1,2,1
1017,2,1,больше,2,2,1,0
1018,3,1,2,больше,0,1,0
1019,0,0,больше,4,0,0,0
1020,3,3,больше,4,0,1,0
1021,2,3,больше,4,1,0,0
1022,0,1,больше,2,1,0,0
1023,2,0,3,4,0,2,1
1024,2,1,2,4,1,2,1
1025,2,1,2,4,1,1,0
1026,1,0,2,4,1,0,0
1027,3,0,2,2,2,0,0
1028,3,0,3,4,1,1,0
1029,3,1,4,больше,1,1,1
1030,0,3,4,2,2,1,0
1031,2,1,2,больше,2,1,1
1032,1,2,2,4,1,0,0
1033,3,0,2,4,0,1,0
1034,2,3,2,4,2,0,0
1035,2,0,3,4,2,0,0
1036,1,2,3,4,2,1,1
1037,2,2,2,2,1,1,0
1038,1,1,больше,4,2,1,1
1039,3,0,4,больше,2,1,1
1040,2,3,3,больше,2,1,0
1041,3,3,4,4,1,0,0
1042,3,0,2,4,2,2,1
1043,2,3,3,4,0,0,0
1044,0,2,3,больше,0,0,0
1045,3,1,2,2,1,1,0
1046,1,3,2,4,0,2,1
1047,0,2,больше,4,1,2,3
1048,0,0,3,4,0,1,1
1049,1,0,2,2,0,0,0
1050,1,1,2,4,1,0,0
1051,1,2,4,больше,0,2,1
1052,0,3,больше,больше,2,0,0
1053,3,2,4,2,2,0,0
1054,2,0,3,4,2,1,1
1055,3,1,3,больше,1,1,1
1056,3,1,4,больше,1,0,0
1057,3,2,больше,больше,0,1,0
1058,3,2,4,больше,2,1,0
1059,3,2,4,4,0,2,0
1060,1,0,больше,2,2,0,0
1061,0,2,больше,2,2,0,0
1062,3,1,4,2,1,2,0
1063,2,0,2,4,1,2,1
1064,2,2,больше,2,0,1,0
1065,1,1,больше,2,1,0,0
1066,0,0,2,2,2,0,0
1067,2,1,3,2,2,0,0
1068,1,2,2,2,2,0,0
1069,3,0,3,4,0,0,0
1070,3,0,больше,2,0,2,0
1071,0,0,больше,больше,0,0,0
1072,3,1,4,больше,1,2,1
1073,1,0,2,больше,0,2,0
1074,0,0,больше,2,0,1,0
1075,3,0,больше,4,2,1,1
1076,1,3,3,4,1,1,0
1077,1,2,4,4,2,1,1
1078,2,0,4,2,2,1,0
1079,3,1,3,2,0,2,0
1080,0,0,больше,4,1,1,2
1081,3,3,3,4,2,2,0
1082,3,2,3,больше,2,2,0
1083,0,3,4,2,1,0,0
1084,0,1,4,4,1,1,2
1085,3,2,2,больше,1,1,0
1086,2,2,больше,2,0,0,0
1087,1,0,3,4,0,1,1
1088,0,1,4,больше,2,0,0
1089,0,3,4,2,0,1,0
1090,1,2,больше,2,2,1,0
1091,1,1,больше,больше,2,2,3
1092,3,2,4,4,2,2,0
1093,0,1,4,больше,0,1,1
1094,3,1,4,больше,2,0,0
1095,0,0,2,больше,0,2,0
1096,1,0,4,2,0,2,0
1097,2,2,4,4,0,2,1
1098,1,3,2,больше,1,0,0
1099,2,0,4,больше,1,2,1
1100,3,2,2,2,1,0,0
1101,2,1,3,4,1,2,1
1102,3,3,2,больше,1,1,0
1103,1,0,больше,больше,2,0,0
1104,0,1,2,2,2,0,0
1105,0,1,2,4,2,0,0
1106,2,1,4,2,1,0,0
1107,3,3,больше,4,1,2,0
1108,2,3,3,4,1,0,0
1109,1,1,3,больше,2,0,0
1110,1,3,2,4,0,1,0
1111,2,1,больше,2,1,2,0
1112,1,0,2,2,0,1,0
1113,3,1,3,больше,2,2,1
1114,3,2,3,больше,1,0,0
1115,1,0,2,больше,2,0,0
1116,2,2,4,2,0,1,0
1117,3,2,2,4,0,2,0
1118,3,0,больше,2,1,0,0
1119,1,0,4,4,2,0,0
1120,1,0,3,больше,2,2,3
1121,1,3,больше,больше,2,2,1
1122,1,1,больше,4,1,2,3
1123,0,3,3,4,0,1,0
1124,0,2,3,больше,2,1,1
1125,0,3,больше,больше,1,1,1
1126,3,1,2,2,2,2,0
1127,1,0,3,2,2,0,0
1128,0,0,2,4,0,1,1
1129,1,1,4,2,2,0,0
1130,0,3,3,больше,2,0,0
1131,2,1,2,4,2,2,1
1132,2,1,4,4,2,1,1
1133,3,3,3,2,1,2,0
1134,2,0,4,2,1,2,0
1135,1,3,3,2,1,2,0
1136,0,0,3,больше,1,0,0
1137,2,1,больше,больше,1,0,0
1138,1,1,3,2,2,0,0
1139,0,1,3,2,2,2,0
1140,3,1,2,4,0,1,0
1141,1,0,больше,больше,1,0,0
1142,0,0,больше,2,2,0,0
1143,2,0,больше,2,0,2,0
1144,3,3,больше,2,2,1,0
1145,0,2,2,больше,0,1,0
1146,0,0,3,больше,2,2,3
1147,1,1,4,4,0,1,1
1148,2,3,больше,больше,2,0,0
1149,2,3,2,4,0,2,0
1150,3,2,больше,больше,0,0,0
1151,2,2,2,2,2,1,0
1152,0,2,4,2,1,1,0
1153,0,0,3,больше,1,2,3
1154,0,3,больше,4,0,1,0
1155,1,2,больше,больше,0,2,1
1156,3,0,2,2,1,2,0
1157,1,1,больше,4,2,2,3
1158,0,1,больше,2,2,1,0
1159,0,1,2,2,0,0,0
1160,3,3,2,4,2,2,0
1161,1,1,4,4,0,2,1
1162,3,3,3,больше,0,1,0
1163,2,3,3,больше,0,1,0
1164,0,3,2,больше,1,0,0
1165,2,2,больше,больше,1,1,1
1166,2,2,2,4,0,0,0
1167,2,2,2,2,2,2,0
1168,3,2,2,4,2,1,0
1169,2,3,2,4,1,1,0
1170,1,3,больше,больше,2,0,0
1171,0,3,2,больше,2,2,1
1172,1,3,4,4,0,1,0
1173,2,2,2,больше,1,1,0
1174,0,2,2,2,0,2,0
1175,0,3,2,2,2,2,0
1176,0,0,4,2,2,2,0
1177,3,2,4,4,1,2,0
1178,3,1,2,больше,2,1,1
1179,1,3,4,больше,2,1,1
1180,1,1,4,больше,0,0,0
1181,3,3,больше,больше,2,0,0
1182,3,3,2,2,1,2,0
1183,2,1,больше,больше,1,2,1
1184,3,2,2,больше,0,1,0
1185,1,1,4,больше,1,1,1
1186,0,2,2,больше,2,2,3
1187,1,2,больше,4,2,1,1
1188,3,1,4,4,2,1,1
1189,1,3,больше,4,1,0,0
1190,0,2,4,больше,0,1,1
1191,3,0,4,4,1,1,1
1192,2,0,3,больше,0,1,0
1193,0,3,3,2,1,0,0
1194,3,1,больше,4,2,1,1
1195,3,0,2,2,1,1,0
1196,3,2,больше,2,0,1,0
1197,0,1,2,2,2,1,0
1198,2,1,2,2,0,0,0
1199,2,2,4,4,1,2,1
1200,0,1,2,2,1,2,0
1201,2,0,4,больше,0,1,0
1202,3,1,4,4,0,2,1
1203,0,0,3,4,0,2,2
1204,0,0,4,больше,1,0,0
1205,0,2,4,больше,0,0,0
1206,3,1,4,2,0,1,0
1207,3,3,больше,4,1,1,0
1208,1,0,3,2,1,1,0
1209,2,0,4,больше,2,2,1
1210,0,3,4,2,0,0,0
1211,0,2,2,2,0,0,0
1212,2,3,4,больше,0,0,0
1213,1,3,2,больше,1,1,0
1214,1,3,больше,4,0,0,0
1215,2,1,3,больше,1,0,0
1216,1,1,4,4,1,1,1
1217,0,0,больше,2,2,1,0
1218,3,1,2,больше,1,2,1
1219,1,0,3,больше,2,0,0
1220,2,2,4,больше,1,0,0
1221,1,3,3,больше,1,0,0
1222,1,3,4,2,2,2,0
1223,3,1,2,2,1,2,0
1224,2,0,4,больше,2,1,1
1225,0,3,2,2,2,1,0
1226,3,2,больше,2,2,2,0
1227,2,2,3,4,1,0,0
1228,3,3,3,4,2,1,0
1229,2,2,4,4,2,2,1
1230,0,3,4,4,2,1,1
1231,0,0,3,2,0,1,0
1232,0,3,3,4,1,1,0
1233,2,0,больше,больше,0,2,1
1234,3,1,больше,4,0,1,0
1235,1,3,4,2,1,1,0
1236,2,0,3,больше,1,2,1
1237,0,3,4,4,2,0,0
1238,1,1,3,4,1,2,1
1239,1,2,4,4,0,0,0
1240,0,0,4,4,1,2,3
1241,3,0,больше,4,1,1,1
1242,0,0,3,2,0,0,0
1243,2,2,больше,4,2,0,0
1244,1,0,2,2,2,2,0
1245,3,0,2,больше,1,0,0
1246,0,1,больше,больше,0,2,2
1247,2,2,4,больше,2,0,0
1248,1,3,4,больше,0,0,0
1249,0,3,4,больше,1,2,1
1250,1,2,4,2,1,0,0
1251,0,1,больше,2,1,2,0
1252,0,2,3,больше,1,2,3
1253,2,2,3,4,0,0,0
1254,2,0,2,больше,0,2,0
1255,3,2,3,2,0,0,0
1256,3,1,2,2,0,0,0
1257,3,3,4,4,2,2,0
1258,1,0,3,больше,2,1,2
1259,3,1,больше,больше,0,0,0
1260,3,1,2,4,1,1,0
1261,3,2,2,4,1,1,0
1262,1,2,3,2,1,0,0
1263,3,0,2,2,0,0,0
1264,3,1,3,4,2,0,0
1265,2,1,2,4,0,2,1
1266,3,2,4,2,0,0,0
1267,2,3,2,4,0,1,0
1268,1,1,3,4,0,2,1
1269,0,2,больше,больше,1,2,3
1270,1,0,4,больше,2,1,2
1271,2,0,2,2,1,0,0
1272,1,2,2,4,0,0,0
1273,3,2,4,2,0,1,0
1274,3,3,больше,4,2,2,0
1275,1,0,больше,2,1,1,0
1276,0,2,больше,4,0,0,0
1277,2,3,4,больше,1,2,0
1278,1,2,4,2,0,1,0
1279,1,3,2,больше,0,2,0
1280,2,3,2,2,1,1,0
1281,3,2,больше,2,2,0,0
1282,3,1,больше,2,1,0,0
1283,0,2,больше,больше,0,2,1
1284,3,1,2,4,1,2,1
1285,1,3,2,2,0,0,0
1286,1,2,3,2,0,1,0
1287,1,2,4,4,2,2,1
1288,3,0,3,4,0,2,1
1289,0,1,больше,4,2,1,2
1290,2,0,2,4,0,1,0
1291,0,0,2,4,2,0,0
1292,3,3,3,2,2,1,0
1293,3,1,больше,4,0,2,1
1294,1,0,4,2,2,1,0
1295,1,3,4,4,0,0,0
1296,0,1,2,больше,1,0,0
1297,1,1,больше,4,2,0,0
1298,1,1,4,2,0,2,0
1299,3,3,4,2,2,1,0
1300,2,0,4,4,0,1,0
1301,1,0,3,больше,0,2,2
1302,0,1,3,больше,1,2,3
1303,1,3,больше,2,1,0,0
1304,2,3,4,4,2,1,0
1305,0,0,4,больше,1,1,2
1306,1,0,2,2,0,2,0
1307,0,0,3,2,1,0,0
1308,0,0,больше,больше,1,0,0
1309,1,3,4,4,1,1,1
1310,3,2,4,4,1,0,0
1311,0,1,больше,4,0,0,0
1312,1,3,2,больше,2,2,1
1313,2,3,3,больше,2,2,0
1314,1,2,2,2,2,2,0
1315,2,2,больше,4,1,1,1
1316,0,1,2,4,2,2,3
1317,1,3,4,больше,0,1,0
1318,1,0,2,больше,0,0,0
1319,0,0,4,2,2,0,0
1320,3,2,больше,больше,1,2,0
1321,3,1,2,4,2,0,0
1322,2,1,больше,4,2,0,0
1323,3,3,3,больше,1,1,0
1324,1,0,2,больше,1,2,2
1325,2,2,3,2,1,0,0
1326,1,1,2,2,2,2,0
1327,2,3,2,2,1,2,0
1328,3,3,больше,больше,2,1,0
1329,2,1,больше,4,2,1,1
1330,1,2,3,4,1,2,1
1331,3,3,больше,2,2,2,0
1332,3,1,3,больше,2,1,1
1333,3,0,3,4,2,2,1
1334,2,2,3,4,0,1,0
1335,2,1,4,больше,2,2,1
1336,3,3,2,больше,0,1,0
1337,1,2,3,2,1,2,0
1338,0,3,4,больше,2,1,1
1339,0,2,2,4,0,2,1
1340,0,3,3,4,0,0,0
1341,0,2,4,больше,0,2,1
1342,0,0,3,больше,0,0,0
1343,2,1,3,2,1,0,0
1344,2,0,3,4,1,2,1
1345,3,2,2,больше,2,2,0
1346,1,1,4,2,0,0,0
1347,1,2,2,больше,2,1,1
1348,0,3,больше,2,2,2,0
1349,1,1,больше,больше,2,0,0
1350,1,1,2,больше,2,1,1
1351,2,0,2,2,1,2,0
1352,0,0,4,4,1,0,0
1353,3,2,4,больше,1,2,0
1354,2,0,2,4,1,0,0
1355,0,1,больше,2,2,2,0
1356,2,3,4,2,2,2,0
1357,3,0,4,2,1,0,0
1358,3,0,3,больше,2,1,1
1359,1,3,2,4,2,0,0
1360,0,1,4,4,1,2,3
1361,0,3,3,4,2,0,0
1362,1,3,больше,2,2,1,0
1363,3,3,4,больше,0,1,0
1364,0,0,2,2,1,0,0
1365,3,3,больше,2,0,1,0
1366,2,3,4,2,0,2,0
1367,1,3,4,2,2,1,0
1368,1,2,2,больше,2,2,1
1369,0,0,4,4,0,1,1
1370,0,1,2,4,0,0,0
1371,0,0,больше,4,1,2,3
1372,2,0,3,4,2,2,1
1373,1,0,2,2,2,1,0
1374,3,3,4,больше,0,2,0
1375,1,1,3,2,1,2,0
1376,1,3,3,4,0,0,0
1377,2,2,2,4,2,0,0
1378,1,2,больше,больше,1,0,0
1379,3,3,3,4,1,0,0
1380,2,3,больше,больше,1,0,0
1381,3,3,3,4,0,0,0
